,event name,Classification,genre,venue,Date,Zip code,City,State
417,Blackhawk,Music,Country,Grizzly Rose,2018-09-07,80216,Denver,Colorado
418,The Epilogues + PLACES,Music,Rock,The Summit Music Hall,2018-09-07,80202,Denver,Colorado
419,Lincoln Durham,Music,Pop,Marquis Theater,2018-09-07,80205,Denver,Colorado
420,Lincoln Durham,Music,Other,Marquis Theatre-CO,2018-09-07,80205,Denver,Colorado
421,Oklahoma,Arts & Theatre,Undefined,Stage Theatre,2018-09-07,80203,Denver,Colorado
422,The Epilogues,Music,Other,The Summit Music Hall,2018-09-07,80202,Denver,Colorado
423,MarchFourth Marching Band,Music,Other,Bluebird Theatre,2018-09-07,80206,Denver,Colorado
424,Jake Shimabukuro,Music,Pop,Boettcher Hall,2018-09-07,80202,Denver,Colorado
425,Beautiful,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-07,80204,Denver,Colorado
426,Phil Vassar,Music,Country,Grizzly Rose,2018-09-08,80216,Denver,Colorado
427,Stones Throw Party feat. Mayer Hawthorne B2B Dam Funk B2B J.Rocc,Music,R&B,The Summit Music Hall,2018-09-08,80202,Denver,Colorado
